what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui",1648804032462
started,bundle,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console",1648804032463
started,bundle,org.eclipse.ui.editors,3.7.0.v20110928-1504,"org.eclipse.ui.editors",1648804032463
started,bundle,org.eclipse.ui.forms,3.5.101.v20111011-1919,"org.eclipse.ui.forms",1648804032463
started,bundle,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.ide",1648804032463
started,bundle,org.eclipse.ui.navigator,3.5.101.v20120106-1355,"org.eclipse.ui.navigator",1648804032464
started,bundle,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.resources",1648804032464
started,bundle,org.eclipse.ui.net,1.2.100.v20111208-1155,"org.eclipse.ui.net",1648804032465
started,bundle,org.eclipse.ui.views,3.6.0.v20110928-1505,"org.eclipse.ui.views",1648804032465
started,bundle,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"org.eclipse.ui.workbench",1648804032465
started,bundle,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.workbench.texteditor",1648804032466
started,bundle,org.eclipse.update.configurator,3.3.100.v20100512,"org.eclipse.update.configurator",1648804032466
started,bundle,org.eclipse.update.core,3.2.500.v20110330,"org.eclipse.update.core",1648804032471
started,bundle,org.eclipse.update.scheduler,3.2.300.v20100512,"org.eclipse.update.scheduler",1648804032471
started,bundle,com.altera.sbtgui.integration,12.1.0.177,"com.altera.sbtgui.integration",1648804032472
started,bundle,com.altera.sbtgui.project,12.1.0.177,"com.altera.sbtgui.project",1648804032472
started,bundle,com.altera.systemconsole,12.1.0.177,"com.altera.systemconsole",1648804032473
started,bundle,com.altera.systemconsole.designs.plugin,12.1.0.177,"com.altera.systemconsole.designs.plugin",1648804032473
started,bundle,com.altera.utilities,12.1.0.177,"com.altera.utilities",1648804032473
os,sysinfo,,,"win32",1648804032475
arch,sysinfo,,,"x86",1648804032475
ws,sysinfo,,,"win32",1648804032475
locale,sysinfo,,,"en_US",1648804032475
processors,sysinfo,,,"8",1648804032476
java.runtime.name,sysinfo,,,"Java(TM) SE Runtime Environment",1648804032476
java.runtime.version,sysinfo,,,"1.6.0_23-b05",1648804032476
java.specification.name,sysinfo,,,"Java Platform API Specification",1648804032476
java.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1648804032476
java.specification.version,sysinfo,,,"1.6",1648804032476
java.vendor,sysinfo,,,"Sun Microsystems Inc.",1648804032476
java.version,sysinfo,,,"1.6.0_23",1648804032476
java.vm.info,sysinfo,,,"mixed mode",1648804032476
java.vm.name,sysinfo,,,"Java HotSpot(TM) Client VM",1648804032476
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1648804032476
java.vm.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1648804032476
java.vm.specification.version,sysinfo,,,"1.0",1648804032476
java.vm.vendor,sysinfo,,,"Sun Microsystems Inc.",1648804032476
java.vm.version,sysinfo,,,"19.0-b09",1648804032476
started,bundle,com.altera.systemconsole.scripting,12.1.0.177,"com.altera.systemconsole.scripting",1648804032952
started,bundle,com.altera.sbtgui.launch,12.1.0.177,"com.altera.sbtgui.launch",1648804033234
opened,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1648804034474
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1648804034495
started,bundle,com.altera.sbtgui.core,12.1.0.177,"com.altera.sbtgui.core",1648804046825
started,bundle,org.eclipse.cdt.codan.checkers.ui,1.0.0.201202111925,"org.eclipse.cdt.codan.checkers.ui",1648804046909
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1648804080195
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1648804082558
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1648804084605
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1648804104891
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1648804108084
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1648804115277
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1648804115612
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1648804185484
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1648804188781
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1648804191703
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1648804191734
started,bundle,org.eclipse.compare,3.5.202.R37x_v20111109-0800,"org.eclipse.compare",1648804191936
opened,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1648804195907
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1648804196270
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1648804224893
activated,view,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.views.ProblemView",1648804224917
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1648804249126
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1648804272287
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1648804273639
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1648804277168
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1648804304767
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1648804306399
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1648804599548
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1648804599577
started,bundle,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui",1648804602636
started,bundle,org.eclipse.cdt.debug.core,7.1.0.201202111925,"org.eclipse.cdt.debug.core",1648804602656
started,bundle,org.eclipse.cdt.debug.ui,7.1.2.201202111925,"org.eclipse.cdt.debug.ui",1648804602658
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1648804606504
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1648804608392
started,bundle,org.eclipse.cdt.launch,7.0.0.201202111925,"org.eclipse.cdt.launch",1648804614749
started,bundle,com.altera.debug.cdi.gdb.plugin,12.1.0.177,"com.altera.debug.cdi.gdb.plugin",1648804618927
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1648804619362
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1648804619552
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1648804621031
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1648804627473
executed,command,,,"com.altera.sbtgui.launch.hardware.Nios2HardwareLaunchShortcut.run",1648804627489
opened,view,com.altera.sbtgui.launch,12.1.0.177,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1648804629962
started,bundle,org.eclipse.cdt.debug.mi.ui,6.1.1.201202111925,"org.eclipse.cdt.debug.mi.ui",1648804630155
started,bundle,org.eclipse.cdt.dsf,2.2.0.201202111925,"org.eclipse.cdt.dsf",1648804630163
started,bundle,org.eclipse.cdt.dsf.gdb,4.0.2.201202111925,"org.eclipse.cdt.dsf.gdb",1648804630163
started,bundle,org.eclipse.cdt.dsf.gdb.ui,2.2.1.201202111925,"org.eclipse.cdt.dsf.gdb.ui",1648804630163
started,bundle,org.eclipse.cdt.debug.mi.core,7.1.1.201202111925,"org.eclipse.cdt.debug.mi.core",1648804630169
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1648804646428
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1648804647837
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1648804657401
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1648804754083
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1648804754318
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1648804756060
started,bundle,org.eclipse.cdt.mylyn.ui,3.6.0.v20110608-1400,"org.eclipse.cdt.mylyn.ui",1648804756152
closed,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1648804756258
stopped,bundle,org.eclipse.cdt.build.crossgcc,1.0.2.201202111925,"org.eclipse.cdt.build.crossgcc",1648804757459
stopped,bundle,org.eclipse.cdt.codan.checkers.ui,1.0.0.201202111925,"org.eclipse.cdt.codan.checkers.ui",1648804757460
stopped,bundle,com.altera.debug.cdi.gdb.plugin,12.1.0.177,"com.altera.debug.cdi.gdb.plugin",1648804757460
stopped,bundle,com.altera.sbtgui.launch,12.1.0.177,"com.altera.sbtgui.launch",1648804758278
stopped,bundle,com.altera.sbtgui.ui,12.1.0.177,"com.altera.sbtgui.ui",1648804758281
stopped,bundle,com.altera.sbtgui.project,12.1.0.177,"com.altera.sbtgui.project",1648804758281
stopped,bundle,org.eclipse.cdt.codan.checkers,1.0.1.201202111925,"org.eclipse.cdt.codan.checkers",1648804758281
stopped,bundle,org.eclipse.cdt.codan.ui.cxx,2.0.0.201202111925,"org.eclipse.cdt.codan.ui.cxx",1648804758281
stopped,bundle,org.eclipse.cdt.codan.core.cxx,1.0.0.201202111925,"org.eclipse.cdt.codan.core.cxx",1648804758281
stopped,bundle,org.eclipse.cdt.launch.remote,2.3.0.201202111925,"org.eclipse.cdt.launch.remote",1648804758299
stopped,bundle,org.eclipse.cdt.debug.mi.ui,6.1.1.201202111925,"org.eclipse.cdt.debug.mi.ui",1648804758299
stopped,bundle,org.eclipse.cdt.debug.mi.core,7.1.1.201202111925,"org.eclipse.cdt.debug.mi.core",1648804758299
stopped,bundle,org.eclipse.cdt.debug.ui.memory.memorybrowser,1.2.100.201202111925,"org.eclipse.cdt.debug.ui.memory.memorybrowser",1648804758311
activated,perspective,com.altera.sbtgui.ui,,"com.altera.sbtgui.ui.cPerspective",1648804785302
started,bundle,org.eclipse.osgi,3.7.2.v20120110-1415,"org.eclipse.osgi",1648804785303
started,bundle,org.eclipse.equinox.simpleconfigurator,1.0.200.v20110815-1438,"org.eclipse.equinox.simpleconfigurator",1648804785303
started,bundle,com.ibm.icu,4.4.2.v20110823,"com.ibm.icu",1648804785303
started,bundle,org.eclipse.cdt.codan.checkers,1.0.1.201202111925,"org.eclipse.cdt.codan.checkers",1648804785304
started,bundle,org.eclipse.cdt.codan.core,2.0.0.201202111925,"org.eclipse.cdt.codan.core",1648804785304
started,bundle,org.eclipse.cdt.codan.core.cxx,1.0.0.201202111925,"org.eclipse.cdt.codan.core.cxx",1648804785304
