what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.ui.navigator,3.5.101.v20120106-1355,"org.eclipse.ui.navigator",1648803547150
started,bundle,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.resources",1648803547150
started,bundle,org.eclipse.ui.net,1.2.100.v20111208-1155,"org.eclipse.ui.net",1648803547150
started,bundle,org.eclipse.ui.views,3.6.0.v20110928-1505,"org.eclipse.ui.views",1648803547151
started,bundle,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"org.eclipse.ui.workbench",1648803547151
started,bundle,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.workbench.texteditor",1648803547152
started,bundle,org.eclipse.update.configurator,3.3.100.v20100512,"org.eclipse.update.configurator",1648803547153
started,bundle,org.eclipse.update.core,3.2.500.v20110330,"org.eclipse.update.core",1648803547161
started,bundle,org.eclipse.update.scheduler,3.2.300.v20100512,"org.eclipse.update.scheduler",1648803547162
started,bundle,com.altera.sbtgui.project,12.1.0.177,"com.altera.sbtgui.project",1648803547163
os,sysinfo,,,"win32",1648803547164
arch,sysinfo,,,"x86",1648803547164
ws,sysinfo,,,"win32",1648803547164
locale,sysinfo,,,"en_US",1648803547164
processors,sysinfo,,,"8",1648803547164
java.runtime.name,sysinfo,,,"Java(TM) SE Runtime Environment",1648803547164
java.runtime.version,sysinfo,,,"1.6.0_23-b05",1648803547164
java.specification.name,sysinfo,,,"Java Platform API Specification",1648803547164
java.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1648803547164
java.specification.version,sysinfo,,,"1.6",1648803547164
java.vendor,sysinfo,,,"Sun Microsystems Inc.",1648803547164
java.version,sysinfo,,,"1.6.0_23",1648803547164
java.vm.info,sysinfo,,,"mixed mode",1648803547164
java.vm.name,sysinfo,,,"Java HotSpot(TM) Client VM",1648803547164
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1648803547164
java.vm.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1648803547164
java.vm.specification.version,sysinfo,,,"1.0",1648803547164
java.vm.vendor,sysinfo,,,"Sun Microsystems Inc.",1648803547164
java.vm.version,sysinfo,,,"19.0-b09",1648803547164
started,bundle,com.altera.sbtgui.integration,12.1.0.177,"com.altera.sbtgui.integration",1648803547437
started,bundle,com.altera.systemconsole,12.1.0.177,"com.altera.systemconsole",1648803547496
started,bundle,com.altera.utilities,12.1.0.177,"com.altera.utilities",1648803547549
started,bundle,com.altera.systemconsole.designs.plugin,12.1.0.177,"com.altera.systemconsole.designs.plugin",1648803547591
started,bundle,com.altera.systemconsole.scripting,12.1.0.177,"com.altera.systemconsole.scripting",1648803548195
opened,view,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.views.ProblemView",1648803548291
started,bundle,com.altera.sbtgui.launch,12.1.0.177,"com.altera.sbtgui.launch",1648803548932
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1648803548992
started,bundle,org.eclipse.linuxtools.cdt.autotools.core,1.0.2.201202152032,"org.eclipse.linuxtools.cdt.autotools.core",1648803549363
started,bundle,org.eclipse.core.variables,3.2.500.v20110928-1503,"org.eclipse.core.variables",1648803549458
started,bundle,org.eclipse.cdt.managedbuilder.gnu.ui,8.0.2.201202111925,"org.eclipse.cdt.managedbuilder.gnu.ui",1648803549596
started,bundle,org.eclipse.cdt.msw.build,1.0.0.201202111925,"org.eclipse.cdt.msw.build",1648803549664
started,bundle,org.eclipse.compare.core,3.5.200.I20110208-0800,"org.eclipse.compare.core",1648803559403
opened,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1648803559426
started,bundle,org.eclipse.ltk.ui.refactoring,3.6.0.v20110928-1453,"org.eclipse.ltk.ui.refactoring",1648803559504
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1648803559622
started,bundle,org.eclipse.cdt.codan.ui,2.0.1.201202111925,"org.eclipse.cdt.codan.ui",1648803560030
started,bundle,com.altera.sbtgui.core,12.1.0.177,"com.altera.sbtgui.core",1648803584567
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1648803584579
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1648803589893
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1648803591570
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1648803591595
started,bundle,org.eclipse.compare,3.5.202.R37x_v20111109-0800,"org.eclipse.compare",1648803591686
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1648803593555
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1648803623367
started,bundle,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui",1648803630359
started,bundle,org.eclipse.cdt.debug.core,7.1.0.201202111925,"org.eclipse.cdt.debug.core",1648803630486
started,bundle,org.eclipse.cdt.debug.ui,7.1.2.201202111925,"org.eclipse.cdt.debug.ui",1648803630488
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1648803632227
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1648803634124
executed,command,,,"com.altera.sbtgui.launch.hardware.Nios2HardwareLaunchShortcut.run",1648803635991
started,bundle,org.eclipse.cdt.launch,7.0.0.201202111925,"org.eclipse.cdt.launch",1648803636015
opened,view,com.altera.sbtgui.launch,12.1.0.177,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1648803638564
started,bundle,org.eclipse.cdt.debug.mi.ui,6.1.1.201202111925,"org.eclipse.cdt.debug.mi.ui",1648803639045
started,bundle,org.eclipse.cdt.dsf,2.2.0.201202111925,"org.eclipse.cdt.dsf",1648803639079
started,bundle,org.eclipse.cdt.dsf.gdb,4.0.2.201202111925,"org.eclipse.cdt.dsf.gdb",1648803639081
started,bundle,org.eclipse.cdt.dsf.gdb.ui,2.2.1.201202111925,"org.eclipse.cdt.dsf.gdb.ui",1648803639081
started,bundle,org.eclipse.cdt.debug.mi.core,7.1.1.201202111925,"org.eclipse.cdt.debug.mi.core",1648803639099
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1648803646848
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1648804762112
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1648804762510
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1648804764520
started,bundle,org.eclipse.cdt.mylyn.ui,3.6.0.v20110608-1400,"org.eclipse.cdt.mylyn.ui",1648804764645
closed,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1648804764799
stopped,bundle,org.eclipse.cdt.build.crossgcc,1.0.2.201202111925,"org.eclipse.cdt.build.crossgcc",1648804765171
stopped,bundle,org.eclipse.cdt.codan.checkers.ui,1.0.0.201202111925,"org.eclipse.cdt.codan.checkers.ui",1648804765172
stopped,bundle,com.altera.debug.cdi.gdb.plugin,12.1.0.177,"com.altera.debug.cdi.gdb.plugin",1648804765172
stopped,bundle,com.altera.sbtgui.launch,12.1.0.177,"com.altera.sbtgui.launch",1648804766187
